timestamp,host,process_name,cpu_percent,memory_mb,disk_write_mb,file_write_count,file_rename_count,network_connections,child_process_count,unsigned_binary,suspicious_extension_changes,entropy_score,shadow_copy_events,label
2026-05-12T16:45:00,host-10,explorer.exe,14,912,5.0,97,5,25,4,0,0,4.8,1,benign
2026-05-12T16:50:00,host-55,excel.exe,61,1312,24.2,25,1,0,3,0,0,3.9,0,benign
2026-05-12T16:55:00,host-52,miner.exe,91,1746,26.3,15,0,30,4,1,0,3.8,0,suspicious
2026-05-12T17:00:00,host-42,outlook.exe,58,799,29.4,0,9,11,1,0,0,4.4,0,benign
2026-05-12T17:05:00,host-27,chrome.exe,38,0,0.0,71,4,40,6,0,2,5.9,0,benign
2026-05-12T17:10:00,host-22,explorer.exe,16,384,77.7,51,0,53,2,1,2,3.5,0,benign
2026-05-12T17:15:00,host-56,powershell.exe,72,548,107.2,102,55,67,1,1,27,7.1,0,suspicious
2026-05-12T17:20:00,host-10,miner.exe,100,894,27.4,28,0,59,3,1,1,4.8,0,suspicious
2026-05-12T17:25:00,host-27,code.exe,22,24,22.4,84,0,38,0,0,4,4.0,0,benign
2026-05-12T17:30:00,host-49,rclone.exe,41,1001,0.0,97,3,166,2,1,4,5.3,0,suspicious
2026-05-12T17:35:00,host-13,teams.exe,65,116,51.5,88,0,86,4,0,1,4.2,0,benign
2026-05-12T17:40:00,host-48,chrome.exe,9,1312,43.0,63,7,23,0,0,0,4.4,0,benign
2026-05-12T17:45:00,host-39,rclone.exe,20,1192,26.8,64,0,281,3,1,9,6.5,0,suspicious
2026-05-12T17:50:00,host-48,python.exe,23,702,56.7,36,14,32,6,0,3,3.9,0,benign
2026-05-12T17:55:00,host-22,powershell.exe,59,292,25.8,0,74,74,8,0,31,6.7,1,suspicious
2026-05-12T18:00:00,host-30,outlook.exe,33,1182,22.9,52,7,10,4,0,2,4.4,0,benign
2026-05-12T18:05:00,host-12,python.exe,19,348,28.1,0,7,0,1,0,4,4.5,0,benign
2026-05-12T18:10:00,host-42,excel.exe,61,966,21.7,59,7,0,0,0,0,5.1,0,benign
2026-05-12T18:15:00,host-45,rclone.exe,0,718,50.6,33,11,264,2,1,4,5.6,0,suspicious
2026-05-12T18:20:00,host-59,powershell.exe,64,925,5.0,55,131,32,11,1,33,8.0,0,suspicious
2026-05-12T18:25:00,host-07,teams.exe,32,116,1.9,20,1,0,1,0,3,4.8,0,benign
2026-05-12T18:30:00,host-18,outlook.exe,4,430,4.1,0,4,48,0,0,1,4.5,0,benign
2026-05-12T18:35:00,host-40,svchost.exe,44,0,28.6,82,2,44,1,0,0,2.9,0,benign
2026-05-12T18:40:00,host-01,code.exe,0,813,1.8,53,5,38,2,0,0,4.3,0,benign
2026-05-12T18:45:00,host-29,chrome.exe,49,1154,24.9,32,1,37,1,0,1,3.9,0,benign
2026-05-12T18:50:00,host-11,miner.exe,98,1196,23.7,21,4,95,2,0,0,5.7,0,suspicious
2026-05-12T18:55:00,host-06,teams.exe,28,891,27.1,78,0,54,2,0,0,4.6,0,benign
2026-05-12T19:00:00,host-59,chrome.exe,26,840,49.2,34,0,17,5,0,0,4.2,0,benign
2026-05-12T19:05:00,host-01,rclone.exe,48,1635,5.0,46,16,263,1,1,2,5.3,0,suspicious
2026-05-12T19:10:00,host-43,rclone.exe,48,958,48.6,0,11,206,1,1,0,4.0,0,suspicious
2026-05-12T19:15:00,host-27,outlook.exe,15,1024,16.5,71,0,0,0,0,1,3.6,0,benign
2026-05-12T19:20:00,host-47,chrome.exe,29,336,7.7,45,0,36,6,0,2,4.9,0,benign
2026-05-12T19:25:00,host-58,teams.exe,23,394,23.2,20,0,45,0,0,0,3.9,0,benign
2026-05-12T19:30:00,host-32,python.exe,15,937,20.9,37,3,25,0,0,3,3.5,0,benign
2026-05-12T19:35:00,host-25,chrome.exe,52,1153,0.0,63,0,16,3,0,3,3.8,0,benign
2026-05-12T19:40:00,host-15,outlook.exe,36,1755,76.7,4,3,1,0,0,0,3.7,0,benign
2026-05-12T19:45:00,host-20,code.exe,76,674,21.8,0,12,58,3,0,1,3.6,0,benign
2026-05-12T19:50:00,host-40,code.exe,7,1244,50.3,79,0,38,4,0,1,4.5,0,benign
2026-05-12T19:55:00,host-13,teams.exe,22,618,8.9,39,5,22,1,0,0,4.6,0,benign
2026-05-12T20:00:00,host-22,miner.exe,91,1610,14.9,23,1,80,4,1,0,3.1,0,suspicious
2026-05-12T20:05:00,host-59,svchost.exe,37,1330,59.0,9,2,49,2,0,2,4.6,0,benign
2026-05-12T20:10:00,host-50,svchost.exe,9,606,20.3,71,0,0,0,0,0,4.1,0,benign
2026-05-12T20:15:00,host-45,encryptor.exe,88,1469,402.8,217,170,46,4,1,105,8.0,1,suspicious
2026-05-12T20:20:00,host-08,miner.exe,96,1771,9.4,25,5,43,1,1,0,3.3,0,suspicious
2026-05-12T20:25:00,host-01,svchost.exe,38,1611,8.6,44,0,37,0,0,0,4.6,0,benign
2026-05-12T20:30:00,host-14,svchost.exe,20,609,0.0,56,1,3,1,0,2,4.2,0,benign
2026-05-12T20:35:00,host-15,python.exe,17,1118,0.5,58,6,0,4,0,0,4.9,0,benign
2026-05-12T20:40:00,host-46,svchost.exe,0,1464,18.6,0,0,5,4,0,0,4.1,0,benign
2026-05-12T20:45:00,host-44,excel.exe,24,319,3.1,12,0,32,0,0,0,3.2,0,benign
2026-05-12T20:50:00,host-51,code.exe,26,1023,0.0,17,4,4,4,0,0,3.9,0,benign
2026-05-12T20:55:00,host-29,outlook.exe,12,1143,26.0,37,1,50,2,0,1,5.3,0,benign
2026-05-12T21:00:00,host-10,code.exe,53,1144,24.3,20,3,24,0,1,1,3.8,0,benign
2026-05-12T21:05:00,host-01,powershell.exe,86,769,217.2,126,86,49,8,0,79,6.4,1,suspicious
2026-05-12T21:10:00,host-47,outlook.exe,45,853,0.0,82,6,0,6,0,1,5.3,0,benign
2026-05-12T21:15:00,host-33,code.exe,34,907,0.3,45,3,0,0,0,0,4.4,0,benign
2026-05-12T21:20:00,host-42,outlook.exe,18,957,38.4,24,8,5,3,0,2,5.4,0,benign
2026-05-12T21:25:00,host-04,miner.exe,98,1541,0.0,35,0,95,8,1,1,5.0,0,suspicious
2026-05-12T21:30:00,host-34,encryptor.exe,81,621,515.0,333,203,19,3,1,84,8.6,1,suspicious
2026-05-12T21:35:00,host-45,chrome.exe,20,928,0.0,39,3,0,0,0,2,3.6,0,benign
2026-05-12T21:40:00,host-03,rclone.exe,36,580,83.4,58,9,189,5,0,4,5.9,0,suspicious
2026-05-12T21:45:00,host-30,rclone.exe,50,200,24.3,81,3,144,7,0,0,5.2,0,suspicious
2026-05-12T21:50:00,host-28,outlook.exe,34,770,21.6,44,4,49,3,0,0,4.3,0,benign
2026-05-12T21:55:00,host-36,teams.exe,33,1434,22.5,122,1,38,0,0,1,4.8,0,benign
2026-05-12T22:00:00,host-10,excel.exe,74,1097,2.0,16,0,53,1,0,1,4.7,0,benign
2026-05-12T22:05:00,host-16,miner.exe,98,1176,25.2,5,0,32,5,1,2,5.5,0,suspicious
2026-05-12T22:10:00,host-11,rclone.exe,33,502,6.1,38,0,203,3,0,4,5.6,0,suspicious
2026-05-12T22:15:00,host-27,encryptor.exe,82,504,361.6,285,152,65,4,1,57,8.0,1,suspicious
2026-05-12T22:20:00,host-06,svchost.exe,25,792,0.0,21,2,32,3,0,0,4.0,0,benign
2026-05-12T22:25:00,host-16,excel.exe,43,1546,64.5,10,3,30,2,0,0,4.4,0,benign
2026-05-12T22:30:00,host-42,miner.exe,94,1594,17.3,32,9,68,3,1,0,5.7,0,suspicious
2026-05-12T22:35:00,host-42,miner.exe,94,1378,33.4,4,0,88,3,1,0,4.1,1,suspicious
2026-05-12T22:40:00,host-46,rclone.exe,43,1036,0.0,91,0,203,4,1,4,2.6,0,suspicious
2026-05-12T22:45:00,host-45,outlook.exe,39,1204,14.6,0,1,40,0,0,3,4.4,0,benign
2026-05-12T22:50:00,host-08,teams.exe,0,1518,20.3,79,4,41,3,0,6,4.9,0,benign
2026-05-12T22:55:00,host-31,svchost.exe,17,1482,43.2,130,0,17,1,0,0,2.6,0,benign
2026-05-12T23:00:00,host-53,powershell.exe,78,1087,160.9,178,81,81,8,0,42,6.5,1,suspicious
2026-05-12T23:05:00,host-29,outlook.exe,48,1470,20.3,0,6,0,5,0,3,3.8,0,benign
2026-05-12T23:10:00,host-28,explorer.exe,27,2284,40.9,77,7,67,2,0,1,4.8,0,benign
2026-05-12T23:15:00,host-03,teams.exe,38,1226,35.5,39,4,0,0,0,2,5.0,0,benign
2026-05-12T23:20:00,host-08,rclone.exe,38,968,186.6,109,12,153,0,0,0,4.8,0,suspicious
2026-05-12T23:25:00,host-55,miner.exe,99,1220,15.6,18,1,84,0,1,2,4.2,0,suspicious
2026-05-12T23:30:00,host-43,svchost.exe,0,1253,0.0,51,0,1,1,0,0,4.7,0,benign
2026-05-12T23:35:00,host-45,encryptor.exe,84,854,211.7,335,159,0,2,1,132,7.7,1,suspicious
2026-05-12T23:40:00,host-57,teams.exe,14,1208,0.0,0,2,69,1,0,3,5.6,0,benign
2026-05-12T23:45:00,host-56,explorer.exe,43,391,22.6,32,0,5,3,0,1,4.3,0,benign
2026-05-12T23:50:00,host-45,python.exe,72,712,8.5,67,7,17,1,0,0,4.1,0,benign
2026-05-12T23:55:00,host-52,explorer.exe,0,270,0.0,35,0,12,0,0,4,4.7,0,benign
2026-05-13T00:00:00,host-57,excel.exe,36,446,20.9,0,4,49,1,0,0,4.4,0,suspicious
2026-05-13T00:05:00,host-19,teams.exe,40,1589,19.9,69,0,49,0,0,5,4.2,0,benign
2026-05-13T00:10:00,host-59,encryptor.exe,92,1603,403.6,446,235,55,4,1,76,8.2,1,suspicious
2026-05-13T00:15:00,host-02,rclone.exe,47,595,60.5,107,8,60,2,0,1,3.2,0,suspicious
2026-05-13T00:20:00,host-36,code.exe,44,629,48.7,59,4,34,2,0,0,3.8,0,benign
2026-05-13T00:25:00,host-34,rclone.exe,53,688,99.4,48,2,158,9,1,3,3.3,0,suspicious
2026-05-13T00:30:00,host-57,outlook.exe,18,0,41.0,90,10,39,2,0,4,5.0,0,benign
2026-05-13T00:35:00,host-46,outlook.exe,33,2036,36.0,92,4,28,3,0,0,5.1,0,benign
2026-05-13T00:40:00,host-21,encryptor.exe,89,1336,401.4,419,185,53,4,1,60,9.3,1,suspicious
2026-05-13T00:45:00,host-04,powershell.exe,97,786,0.0,193,48,82,8,1,59,6.0,0,suspicious
2026-05-13T00:50:00,host-27,svchost.exe,0,1312,4.9,26,0,13,2,0,0,5.3,0,benign
2026-05-13T00:55:00,host-34,miner.exe,98,1279,12.7,47,6,35,2,1,0,4.6,0,suspicious
2026-05-13T01:00:00,host-11,miner.exe,101,1368,11.8,33,0,78,2,0,0,5.6,0,suspicious
2026-05-13T01:05:00,host-10,teams.exe,68,371,0.0,85,0,29,1,1,0,4.2,0,benign
2026-05-13T01:10:00,host-38,code.exe,0,689,23.0,26,2,30,1,0,4,4.0,0,benign
2026-05-13T01:15:00,host-10,outlook.exe,34,13,31.3,83,2,55,1,0,1,3.2,0,benign
2026-05-13T01:20:00,host-42,encryptor.exe,80,787,354.3,256,264,44,4,1,97,8.1,1,suspicious
2026-05-13T01:25:00,host-35,excel.exe,29,812,30.0,0,5,27,2,1,1,3.6,0,benign
2026-05-13T01:30:00,host-32,chrome.exe,44,357,24.4,85,0,34,1,0,0,4.2,0,benign
2026-05-13T01:35:00,host-14,encryptor.exe,104,1015,357.7,252,123,20,8,1,59,8.7,1,suspicious
2026-05-13T01:40:00,host-59,teams.exe,44,665,15.8,66,5,20,0,0,3,3.6,0,benign
2026-05-13T01:45:00,host-44,encryptor.exe,97,922,214.5,236,233,14,2,1,138,8.7,1,suspicious
2026-05-13T01:50:00,host-21,encryptor.exe,89,1029,597.1,367,152,34,1,1,65,8.6,1,suspicious
2026-05-13T01:55:00,host-38,powershell.exe,78,683,93.9,89,129,37,5,0,57,7.4,1,suspicious
2026-05-13T02:00:00,host-31,explorer.exe,20,1385,41.9,6,0,33,5,0,2,3.5,0,benign
2026-05-13T02:05:00,host-20,teams.exe,25,632,0.0,67,7,51,0,1,2,3.7,0,benign
2026-05-13T02:10:00,host-34,rclone.exe,12,1673,14.2,89,11,110,4,1,4,5.2,0,suspicious
2026-05-13T02:15:00,host-37,encryptor.exe,99,1432,425.9,220,117,14,2,1,114,8.3,1,suspicious
2026-05-13T02:20:00,host-17,svchost.exe,53,869,23.2,28,0,0,3,0,7,3.6,0,benign
2026-05-13T02:25:00,host-43,excel.exe,35,0,3.1,2,0,33,0,0,0,3.8,0,benign
2026-05-13T02:30:00,host-32,python.exe,46,899,27.6,58,4,20,1,0,2,4.2,0,benign
2026-05-13T02:35:00,host-39,powershell.exe,60,994,146.3,60,102,23,2,1,24,6.4,1,suspicious
2026-05-13T02:40:00,host-58,code.exe,35,658,67.2,40,0,39,6,0,5,3.7,0,benign
2026-05-13T02:45:00,host-49,chrome.exe,13,562,42.5,68,4,0,1,0,3,5.0,0,benign
2026-05-13T02:50:00,host-37,outlook.exe,51,699,1.2,97,9,31,1,0,1,5.3,0,benign
2026-05-13T02:55:00,host-44,rclone.exe,22,1064,45.3,0,0,109,5,1,3,7.0,0,suspicious
2026-05-13T03:00:00,host-23,powershell.exe,78,220,252.8,72,151,39,12,0,34,6.3,0,suspicious
2026-05-13T03:05:00,host-04,powershell.exe,58,465,130.0,77,162,37,14,0,40,5.6,1,suspicious
2026-05-13T03:10:00,host-50,chrome.exe,29,1592,36.0,97,3,90,1,0,0,5.7,0,suspicious
2026-05-13T03:15:00,host-05,rclone.exe,84,258,46.7,31,0,254,2,1,9,4.6,0,suspicious
2026-05-13T03:20:00,host-49,excel.exe,14,1429,29.5,0,0,68,3,0,1,4.3,0,benign
2026-05-13T03:25:00,host-13,rclone.exe,50,765,88.6,1,7,256,4,1,2,4.2,0,suspicious
2026-05-13T03:30:00,host-09,encryptor.exe,86,1280,326.4,358,211,43,6,1,57,8.0,1,suspicious
2026-05-13T03:35:00,host-10,rclone.exe,36,634,26.4,37,12,194,10,1,1,5.0,0,suspicious
2026-05-13T03:40:00,host-05,rclone.exe,62,873,0.0,81,13,120,3,1,0,6.0,0,suspicious
2026-05-13T03:45:00,host-04,python.exe,17,1270,0.0,8,4,54,4,0,3,3.8,0,benign
2026-05-13T03:50:00,host-04,rclone.exe,32,1505,89.6,9,2,235,6,1,2,5.8,0,suspicious
2026-05-13T03:55:00,host-02,explorer.exe,47,1708,39.5,50,7,13,2,0,0,4.5,0,benign
2026-05-13T04:00:00,host-34,chrome.exe,35,879,30.3,15,5,47,1,1,0,4.0,0,benign
2026-05-13T04:05:00,host-58,encryptor.exe,106,1124,632.9,273,195,17,4,1,82,9.1,1,suspicious
2026-05-13T04:10:00,host-47,encryptor.exe,93,1146,305.3,207,340,20,0,1,83,8.6,1,suspicious
2026-05-13T04:15:00,host-39,excel.exe,9,590,0.0,0,8,47,4,0,3,3.2,0,benign
2026-05-13T04:20:00,host-40,explorer.exe,7,151,2.2,60,6,0,0,0,0,3.5,0,benign
2026-05-13T04:25:00,host-21,powershell.exe,76,1018,35.9,106,111,27,6,1,29,7.8,1,suspicious
2026-05-13T04:30:00,host-57,explorer.exe,43,626,21.0,38,7,4,4,0,0,5.0,0,benign
2026-05-13T04:35:00,host-17,rclone.exe,47,218,0.0,60,1,116,3,0,0,5.6,0,benign
2026-05-13T04:40:00,host-19,explorer.exe,41,658,33.6,78,7,53,0,0,0,4.5,1,benign
2026-05-13T04:45:00,host-09,encryptor.exe,79,1549,376.7,438,177,0,5,1,95,8.1,1,suspicious
2026-05-13T04:50:00,host-48,teams.exe,5,1065,60.3,23,5,0,2,0,0,4.9,0,benign
2026-05-13T04:55:00,host-53,teams.exe,5,1381,0.0,13,1,74,4,0,4,3.9,0,benign
2026-05-13T05:00:00,host-07,svchost.exe,6,791,26.9,23,6,15,3,0,1,4.0,1,benign
2026-05-13T05:05:00,host-20,outlook.exe,43,2444,32.9,57,7,5,1,0,2,4.2,0,benign
2026-05-13T05:10:00,host-57,rclone.exe,42,566,116.8,81,0,158,3,1,5,5.3,0,suspicious
2026-05-13T05:15:00,host-25,powershell.exe,78,690,0.0,92,72,32,7,1,13,5.3,0,suspicious
2026-05-13T05:20:00,host-31,miner.exe,99,913,11.5,25,3,76,0,0,2,5.2,0,suspicious
2026-05-13T05:25:00,host-27,rclone.exe,70,616,9.0,57,5,22,4,1,3,3.7,0,suspicious
2026-05-13T05:30:00,host-15,encryptor.exe,91,1098,221.7,123,145,25,2,0,77,8.0,0,benign
2026-05-13T05:35:00,host-16,powershell.exe,68,678,174.1,118,50,0,6,1,0,6.1,1,suspicious
2026-05-13T05:40:00,host-27,code.exe,20,0,7.6,54,7,12,4,0,0,4.7,0,benign
2026-05-13T05:45:00,host-33,powershell.exe,85,688,0.0,0,75,29,4,0,37,7.6,1,suspicious
2026-05-13T05:50:00,host-37,svchost.exe,44,411,90.4,53,5,43,6,0,0,5.1,0,benign
2026-05-13T05:55:00,host-51,chrome.exe,13,950,12.9,107,13,31,2,0,3,4.1,0,benign
2026-05-13T06:00:00,host-58,explorer.exe,0,1252,68.5,65,10,9,2,0,1,4.8,0,benign
2026-05-13T06:05:00,host-39,code.exe,34,1932,54.1,0,10,53,0,0,3,4.6,0,benign
2026-05-13T06:10:00,host-26,encryptor.exe,99,1207,315.1,407,238,51,5,1,107,8.5,1,suspicious
2026-05-13T06:15:00,host-31,excel.exe,20,1021,56.0,39,8,57,2,0,1,5.1,0,benign
