timestamp,host,process_name,process_create_count,file_create_count,file_delete_count,file_rename_like,network_connections,registry_events,module_loads,unsigned_process_events,suspicious_extension_events,shadow_copy_events,event_count,label
2024-10-17 12:50:00,NETWORK SERVICE\C:\Windows\System32\svchost.exe,,0,3,0,0,2,0,0,0,0,0,5,0
2024-10-17 12:50:00,LOCAL SERVICE\C:\Windows\System32\wbem\WmiPrvSE.exe,,1,0,0,0,0,0,1,0,0,0,2,0
2024-10-17 12:50:00,End-user\C:\Windows\System32\cmd.exe,,1,0,0,0,0,0,0,0,0,0,1,0
2024-10-17 12:50:00,End-user\C:\Windows\system32\cmd.exe,,0,0,0,0,0,1,0,0,0,0,1,0
2024-10-17 12:50:00,End-user\C:\Windows\system32\svchost.exe,,0,0,0,0,0,0,0,0,0,0,2,0
2024-10-17 12:50:00,LOCAL SERVICE\C:\Windows\System32\svchost.exe,,0,10,0,0,0,0,0,0,0,0,10,0
2024-10-17 12:50:00,SYSTEM\System,,0,1,0,0,0,0,0,0,0,0,1,0
2024-10-17 12:50:00,User\C:\Windows\System32\RuntimeBroker.exe,,0,0,0,0,0,0,1,0,0,0,1,0
2024-10-17 12:50:00,End-user\C:\Windows\System32\RuntimeBroker.exe,,0,0,0,0,0,0,1,0,0,0,1,0
2024-10-17 12:50:00,SYSTEM\C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.24080.9-0\MpDefenderCoreService.exe,,0,0,0,0,1,0,0,0,0,0,1,0
2024-10-17 12:50:00,NETWORK SERVICE\C:\Windows\System32\sppsvc.exe,,0,0,0,0,0,0,1,0,0,0,1,0
2024-10-17 12:50:00,User\C:\Windows\system32\DllHost.exe,,0,0,0,0,0,1,0,0,0,0,1,0
2024-10-17 12:50:00,-\C:\Users\User\AppData\Local\Microsoft\OneDrive\OneDrive.exe,,0,0,0,0,0,0,0,0,0,0,47,0
2024-10-17 12:55:00,End-user\C:\Users\End-user\anaconda3\pythonw.exe,,0,0,0,0,0,0,0,0,0,0,54,0
2024-10-17 12:55:00,End-user\C:\Users\End-user\anaconda3\python.exe,,0,0,0,0,6,0,72,0,0,0,132,0
2024-10-17 12:55:00,End-user\C:\Users\End-user\anaconda3\Scripts\conda.exe,,0,0,0,0,0,0,0,0,0,0,18,0
2024-10-17 12:55:00,-\C:\Users\End-user\AppData\Local\Microsoft\OneDrive\OneDrive.exe,,0,0,0,0,0,0,0,0,0,0,65,0
2024-10-17 12:55:00,NETWORK SERVICE\C:\Windows\System32\svchost.exe,,0,0,0,0,4,0,0,0,0,0,4,0
2024-10-17 12:55:00,End-user\C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,,0,0,0,0,2,0,0,0,0,0,2,0
2024-10-17 12:55:00,SYSTEM\C:\Windows\System32\svchost.exe,,0,0,0,0,0,12,0,0,0,0,12,0
2024-10-17 13:00:00,End-user\C:\Users\End-user\anaconda3\pythonw.exe,,0,0,0,0,0,0,0,0,0,0,60,0
2024-10-17 13:00:00,End-user\C:\Users\End-user\anaconda3\python.exe,,0,0,0,0,1,0,80,0,0,0,141,0
2024-10-17 13:00:00,End-user\C:\Users\End-user\anaconda3\Scripts\conda.exe,,0,0,0,0,0,0,0,0,0,0,20,0
2024-10-17 13:00:00,SYSTEM\C:\Windows\System32\svchost.exe,,0,0,0,0,0,18,0,0,0,0,18,0
2024-10-17 13:00:00,LOCAL SERVICE\C:\Windows\System32\svchost.exe,,0,1,0,0,0,0,0,0,0,0,1,0
2024-10-17 13:05:00,End-user\C:\Users\End-user\anaconda3\pythonw.exe,,0,0,0,0,0,0,0,0,0,0,54,0
2024-10-17 13:05:00,End-user\C:\Users\End-user\anaconda3\python.exe,,0,0,0,0,0,0,72,0,0,0,126,0
2024-10-17 13:05:00,End-user\C:\Users\End-user\anaconda3\Scripts\conda.exe,,0,0,0,0,0,0,0,0,0,0,18,0
2024-10-17 13:05:00,SYSTEM\C:\Windows\System32\svchost.exe,,0,0,0,0,0,12,0,0,0,0,12,0
2024-10-17 13:05:00,SYSTEM\C:\Windows\system32\svchost.exe,,0,0,0,0,0,2,0,0,0,0,2,0
2024-10-17 13:10:00,End-user\C:\Users\End-user\anaconda3\pythonw.exe,,0,0,0,0,0,0,0,0,0,0,60,0
2024-10-17 13:10:00,End-user\C:\Users\End-user\anaconda3\python.exe,,0,0,0,0,0,0,76,0,0,0,133,0
2024-10-17 13:10:00,End-user\C:\Users\End-user\anaconda3\Scripts\conda.exe,,0,0,0,0,0,0,0,0,0,0,19,0
2024-10-17 13:10:00,SYSTEM\C:\Windows\System32\svchost.exe,,0,0,0,0,0,18,0,0,0,0,18,0
2024-10-17 13:10:00,SYSTEM\C:\Windows\system32\svchost.exe,,0,3,2,0,0,2,0,0,0,0,7,0
2024-10-17 13:10:00,SYSTEM\C:\Windows\System32\taskhostw.exe,,0,0,0,0,0,0,1,0,0,0,1,0
2024-10-17 13:10:00,NETWORK SERVICE\C:\Windows\System32\svchost.exe,,0,0,0,0,4,0,0,0,0,0,4,0
2024-10-17 13:10:00,End-user\C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,,0,0,0,0,2,0,0,0,0,0,2,0
2024-10-17 13:10:00,NETWORK SERVICE\C:\Windows\System32\sppsvc.exe,,0,0,0,0,0,0,1,0,0,0,1,0
2024-10-17 13:10:00,SYSTEM\C:\Windows\System32\rundll32.exe,,1,0,0,0,0,0,0,0,0,0,1,0
2024-10-17 13:10:00,End-user\C:\Windows\System32\DeviceCensus.exe,,0,0,0,0,0,0,1,0,0,0,1,0
2024-10-17 13:15:00,End-user\C:\Users\End-user\anaconda3\python.exe,,0,0,0,0,0,0,72,0,0,0,126,0
2024-10-17 13:15:00,End-user\C:\Users\End-user\anaconda3\Scripts\conda.exe,,0,0,0,0,0,0,0,0,0,0,18,0
2024-10-17 13:15:00,SYSTEM\C:\Windows\System32\svchost.exe,,0,0,0,0,0,18,2,0,0,0,20,0
2024-10-17 13:15:00,End-user\C:\Users\End-user\anaconda3\pythonw.exe,,0,0,0,0,0,0,0,0,0,0,51,0
2024-10-17 13:15:00,SYSTEM\C:\Windows\System32\taskhostw.exe,,0,0,0,0,0,0,8,0,0,0,8,0
2024-10-17 13:15:00,SYSTEM\C:\Windows\System32\wbem\WmiPrvSE.exe,,1,0,0,0,0,0,1,0,0,0,2,0
2024-10-17 13:15:00,SYSTEM\C:\Windows\system32\taskhostw.exe,,0,2,0,0,0,0,0,0,0,0,2,0
2024-10-17 13:15:00,SYSTEM\C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.24080.9-0\MpCmdRun.exe,,0,1,0,0,0,0,8,0,0,0,9,0
2024-10-17 13:15:00,SYSTEM\C:\Windows\system32\services.exe,,0,0,0,0,0,14,0,0,0,0,14,0
2024-10-17 13:15:00,-\C:\Windows\system32\taskhostw.exe,,0,0,0,0,0,0,0,0,0,0,2,0
2024-10-17 13:15:00,SYSTEM\C:\Windows\Microsoft.NET\Framework64\v4.0.30319\NGenTask.exe,,0,2,0,0,0,0,0,0,0,0,2,0
2024-10-17 13:15:00,-\C:\Windows\Microsoft.NET\Framework64\v4.0.30319\NGenTask.exe,,0,0,0,0,0,0,0,0,0,0,2,0
2024-10-17 13:15:00,SYSTEM\C:\Windows\Microsoft.NET\Framework64\v4.0.30319\ngen.exe,,0,4,0,0,0,0,1,0,0,0,5,0
2024-10-17 13:15:00,SYSTEM\C:\Windows\Microsoft.NET\Framework\v4.0.30319\NGenTask.exe,,0,2,0,0,0,0,0,0,0,0,2,0
2024-10-17 13:15:00,-\C:\Windows\Microsoft.NET\Framework\v4.0.30319\NGenTask.exe,,0,0,0,0,0,0,0,0,0,0,2,0
2024-10-17 13:15:00,SYSTEM\C:\Windows\Microsoft.NET\Framework\v4.0.30319\ngen.exe,,0,3,0,0,0,0,1,0,0,0,4,0
2024-10-17 13:15:00,SYSTEM\C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe,,0,270,0,0,0,0,0,0,0,0,270,0
2024-10-17 13:15:00,SYSTEM\C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.24080.9-0\MsMpEng.exe,,0,2,0,0,0,6,4,0,0,0,12,0
2024-10-17 13:15:00,SYSTEM\C:\Windows\system32\svchost.exe,,0,2,0,0,0,0,0,0,0,0,2,0
2024-10-17 13:20:00,SYSTEM\C:\Windows\Microsoft.NET\Framework64\v4.0.30319\mscorsvw.exe,,0,538,0,0,0,0,0,0,0,0,538,0
2024-10-17 13:20:00,End-user\C:\Users\End-user\anaconda3\pythonw.exe,,0,0,0,0,1,2,0,0,0,0,45,0
2024-10-17 13:20:00,End-user\C:\Users\End-user\anaconda3\python.exe,,0,0,0,0,0,2,50,0,0,0,91,0
2024-10-17 13:20:00,End-user\C:\Users\End-user\anaconda3\Scripts\conda.exe,,0,0,0,0,0,0,0,0,0,0,13,0
2024-10-17 13:20:00,SYSTEM\C:\Program Files (x86)\Microsoft\EdgeUpdate\MicrosoftEdgeUpdate.exe,,1,0,0,0,0,0,1,0,0,0,2,0
2024-10-17 13:20:00,End-user\C:\Windows\System32\cmd.exe,,2,0,0,0,0,0,0,0,0,0,2,0
2024-10-17 13:20:00,End-user\C:\Windows\system32\cmd.exe,,0,0,0,0,0,2,0,0,0,0,2,0
2024-10-17 13:20:00,SYSTEM\C:\Windows\System32\svchost.exe,,0,0,0,0,0,6,0,0,0,0,6,0
2024-10-17 13:20:00,User\C:\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_524.24900.130.0_x64__cw5n1h2txyewy\Dashboard\Widgets.exe,,0,0,0,0,0,1,0,0,0,0,1,0
2024-10-17 13:20:00,SYSTEM\C:\Windows\System32\LogonUI.exe,,0,0,0,0,0,0,1,0,0,0,1,0
2024-10-17 13:20:00,SYSTEM\C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.24080.9-0\MpDefenderCoreService.exe,,0,0,0,0,2,0,0,0,0,0,2,0
2024-10-17 13:20:00,User\C:\Windows\system32\DllHost.exe,,0,0,0,0,0,1,0,0,0,0,1,0
2024-10-17 13:20:00,End-user\C:\Users\End-user\anaconda3\Scripts\jupyter-notebook.exe,,0,0,0,0,0,0,0,0,0,0,1,0
2024-10-17 13:20:00,User\C:\Program Files (x86)\Microsoft\EdgeWebView\Application\129.0.2792.89\msedgewebview2.exe,,0,0,0,0,0,7,0,0,0,0,7,0
2024-10-17 13:20:00,End-user\C:\Windows\SYSTEM32\cmd.exe,,0,0,0,0,0,1,0,0,0,0,1,0
2024-10-17 13:20:00,End-user\C:\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_524.24900.130.0_x64__cw5n1h2txyewy\Dashboard\Widgets.exe,,0,0,0,0,0,1,0,0,0,0,1,0
2024-10-17 13:20:00,End-user\C:\Windows\System32\VBoxTray.exe,,0,0,0,0,0,1,0,0,0,0,1,0
